,Position,Track Name,Artist,Streams,URL,Date,Region,city_coord
162,3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,116338,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,se,"(59.6749712, 14.5208584)"
163,4,Call On Me - Ryan Riback Extended Remix,Starley,113275,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,se,"(59.6749712, 14.5208584)"
164,5,Say You Won't Let Go,James Arthur,105816,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,se,"(59.6749712, 14.5208584)"
165,1,Chantaje,Shakira,395069,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01,mx,"(22.5000485, -100.0000375)"
166,2,Reggaetón Lento (Bailemos),CNCO,336760,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-01,mx,"(22.5000485, -100.0000375)"
167,3,Vente Pa' Ca,Ricky Martin,300392,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-01,mx,"(22.5000485, -100.0000375)"
168,4,Safari,J Balvin,283184,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-01,mx,"(22.5000485, -100.0000375)"
169,5,Otra Vez (feat. J Balvin),Zion & Lennox,254484,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-01,mx,"(22.5000485, -100.0000375)"
170,1,Chantaje,Shakira,9081,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01,pa,"(8.3096067, -81.3066246)"
171,2,Otra Vez (feat. J Balvin),Zion & Lennox,8660,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-01,pa,"(8.3096067, -81.3066246)"
172,3,Safari,J Balvin,8307,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-01,pa,"(8.3096067, -81.3066246)"
173,4,Reggaetón Lento (Bailemos),CNCO,7811,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-01,pa,"(8.3096067, -81.3066246)"
174,5,Vente Pa' Ca,Ricky Martin,7468,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-01,pa,"(8.3096067, -81.3066246)"
175,1,Cuando Se Pone a Bailar,Rombai,15516,https://open.spotify.com/track/1MpKZi1zTXpERKwxmOu1PH,2017-01-01,uy,"(-32.8755548, -56.0201525)"
176,2,Reggaetón Lento (Bailemos),CNCO,15275,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-01,uy,"(-32.8755548, -56.0201525)"
177,3,Chantaje,Shakira,15007,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01,uy,"(-32.8755548, -56.0201525)"
178,4,Vente Pa' Ca,Ricky Martin,13268,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-01,uy,"(-32.8755548, -56.0201525)"
179,5,Safari,J Balvin,10784,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-01,uy,"(-32.8755548, -56.0201525)"
180,1,Starboy,The Weeknd,3311,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,is,"(64.9841821, -18.1059013)"
181,2,Silfurskotta,Emmsjé Gauti,2292,https://open.spotify.com/track/7LyQvc6mjRxBS5XRC0bTHV,2017-01-01,is,"(64.9841821, -18.1059013)"
182,3,I Feel It Coming,The Weeknd,2247,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-01-01,is,"(64.9841821, -18.1059013)"
183,4,Let Me Love You,DJ Snake,2128,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,is,"(64.9841821, -18.1059013)"
184,5,Reykjavík,Emmsjé Gauti,2114,https://open.spotify.com/track/4N2Xtuy20ewSeznRQcX6G4,2017-01-01,is,"(64.9841821, -18.1059013)"
185,1,Chantaje,Shakira,189721,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01,es,"(39.3262345, -4.8380649)"
186,2,Reggaetón Lento (Bailemos),CNCO,165291,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-01,es,"(39.3262345, -4.8380649)"
187,3,Safari,J Balvin,141575,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-01,es,"(39.3262345, -4.8380649)"
188,4,Vente Pa' Ca,Ricky Martin,119865,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-01,es,"(39.3262345, -4.8380649)"
189,5,La Bicicleta,Carlos Vives,119181,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,2017-01-01,es,"(39.3262345, -4.8380649)"
190,1,Closer,The Chainsmokers,6406,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,cz,"(49.8167003, 15.4749544)"
191,2,Starboy,The Weeknd,6165,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,cz,"(49.8167003, 15.4749544)"
192,3,Let Me Love You,DJ Snake,6040,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,cz,"(49.8167003, 15.4749544)"
193,4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,5416,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,cz,"(49.8167003, 15.4749544)"
194,5,Don't Wanna Know,Maroon 5,4865,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,cz,"(49.8167003, 15.4749544)"
195,1,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,24914,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,ie,"(52.865196, -7.9794599)"
196,2,Starboy,The Weeknd,20407,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,ie,"(52.865196, -7.9794599)"
197,3,Say You Won't Let Go,James Arthur,18749,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,ie,"(52.865196, -7.9794599)"
198,4,Sexual,NEIKED,18662,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,2017-01-01,ie,"(52.865196, -7.9794599)"
199,5,All Night,The Vamps,16781,https://open.spotify.com/track/4b4KcovePX8Ke2cLIQTLM0,2017-01-01,ie,"(52.865196, -7.9794599)"
200,1,Energie,Ronnie Flex,112252,https://open.spotify.com/track/1riPE3NCV1OBmSXqpYiMJY,2017-01-01,nl,"(52.5001698, 5.7480821)"
201,2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,106984,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,nl,"(52.5001698, 5.7480821)"
202,3,Say You Won't Let Go,James Arthur,96067,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,nl,"(52.5001698, 5.7480821)"
203,4,Het Is Een Feit,Broederliefde,91829,https://open.spotify.com/track/0iuLGMsB9xBbg5D4iabTtT,2017-01-01,nl,"(52.5001698, 5.7480821)"
204,5,Starboy,The Weeknd,76076,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,nl,"(52.5001698, 5.7480821)"
205,1,Starboy,The Weeknd,2197,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,sk,"(48.7411522, 19.4528646)"
206,2,Closer,The Chainsmokers,1777,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,sk,"(48.7411522, 19.4528646)"
207,3,Let Me Love You,DJ Snake,1732,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,sk,"(48.7411522, 19.4528646)"
208,4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1714,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,sk,"(48.7411522, 19.4528646)"
209,5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1511,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,sk,"(48.7411522, 19.4528646)"
210,1,Otra Vez (feat. J Balvin),Zion & Lennox,38341,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-01,co,"(2.8894434, -73.783892)"
211,2,Chantaje,Shakira,30797,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01,co,"(2.8894434, -73.783892)"
212,3,Safari,J Balvin,29805,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-01,co,"(2.8894434, -73.783892)"
213,4,La Bicicleta,Carlos Vives,29357,https://open.spotify.com/track/0sXvAOmXgjR2QUqLK1MltU,2017-01-01,co,"(2.8894434, -73.783892)"
214,5,Ya No Me Duele Más,Silvestre Dangond,28921,https://open.spotify.com/track/4JnJ9ACXmtLkpH61ZvFSaM,2017-01-01,co,"(2.8894434, -73.783892)"
215,1,Closer,The Chainsmokers,30142,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,sg,"(1.357107, 103.8194992)"
216,2,Say You Won't Let Go,James Arthur,26576,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,sg,"(1.357107, 103.8194992)"
217,3,Starboy,The Weeknd,25366,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,sg,"(1.357107, 103.8194992)"
218,4,Let Me Love You,DJ Snake,23237,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,sg,"(1.357107, 103.8194992)"
219,5,Don't Wanna Know,Maroon 5,20348,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,sg,"(1.357107, 103.8194992)"
220,1,Closer,The Chainsmokers,45330,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,id,"(-2.49579265, 120.200071716612)"
221,2,Say You Won't Let Go,James Arthur,40815,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,id,"(-2.49579265, 120.200071716612)"
222,3,All We Know,The Chainsmokers,39557,https://open.spotify.com/track/2rizacJSyD9S1IQUxUxnsK,2017-01-01,id,"(-2.49579265, 120.200071716612)"
223,4,Let Me Love You,DJ Snake,35205,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,id,"(-2.49579265, 120.200071716612)"
224,5,Don't Wanna Know,Maroon 5,34084,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,id,"(-2.49579265, 120.200071716612)"
225,1,Chantaje,Shakira,7707,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01,do,"(19.0974031, -70.3028026)"
226,2,Otra Vez (feat. J Balvin),Zion & Lennox,7267,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-01,do,"(19.0974031, -70.3028026)"
227,3,Dile Que Tu Me Quieres,Ozuna,7005,https://open.spotify.com/track/20ZAJdsKB5IGbGj4ilRt2o,2017-01-01,do,"(19.0974031, -70.3028026)"
228,4,"Diles (feat. Arcangel, Nengo Flow, Dj Luian & Mambo Kings)",Farruko,6606,https://open.spotify.com/track/2FrnTVSHjgnEylKGdHRUK1,2017-01-01,do,"(19.0974031, -70.3028026)"
229,5,Dema Ga Ge Gi Go Gu,El Alfa,6313,https://open.spotify.com/track/3T0h2tXX3mQh14mse20s6M,2017-01-01,do,"(19.0974031, -70.3028026)"
230,1,Starboy,The Weeknd,1020,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,lu,"(49.8158683, 6.1296751)"
231,1,Starboy,The Weeknd,1312,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-02,lu,"(49.8158683, 6.1296751)"
232,2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1171,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-02,lu,"(49.8158683, 6.1296751)"
233,3,Let Me Love You,DJ Snake,1040,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-02,lu,"(49.8158683, 6.1296751)"
234,1,Starboy,The Weeknd,1335,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-03,lu,"(49.8158683, 6.1296751)"
235,1,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,272020,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,gb,"(54.7023545, -3.2765753)"
236,2,Starboy,The Weeknd,209873,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,gb,"(54.7023545, -3.2765753)"
237,3,Say You Won't Let Go,James Arthur,194633,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-01-01,gb,"(54.7023545, -3.2765753)"
238,4,Sexual,NEIKED,184896,https://open.spotify.com/track/3AsAuGTaDQzavZZThyYlop,2017-01-01,gb,"(54.7023545, -3.2765753)"
239,5,I Would Like,Zara Larsson,182520,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,2017-01-01,gb,"(54.7023545, -3.2765753)"
240,1,Starboy,The Weeknd,3135625,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,global,"(43.7283874, -79.34914879325)"
241,2,Closer,The Chainsmokers,3015525,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,global,"(43.7283874, -79.34914879325)"
242,3,Let Me Love You,DJ Snake,2545384,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,global,"(43.7283874, -79.34914879325)"
243,4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2356604,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,global,"(43.7283874, -79.34914879325)"
244,5,One Dance,Drake,2259887,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,2017-01-01,global,"(43.7283874, -79.34914879325)"
245,1,Chantaje,Shakira,8745,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-01-01,py,"(-23.3165935, -58.1693445)"
246,2,Otra Vez (feat. J Balvin),Zion & Lennox,8411,https://open.spotify.com/track/3QwBODjSEzelZyVjxPOHdq,2017-01-01,py,"(-23.3165935, -58.1693445)"
247,3,Safari,J Balvin,8209,https://open.spotify.com/track/6rQSrBHf7HlZjtcMZ4S4bO,2017-01-01,py,"(-23.3165935, -58.1693445)"
248,4,Reggaetón Lento (Bailemos),CNCO,7618,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo,2017-01-01,py,"(-23.3165935, -58.1693445)"
249,5,Vente Pa' Ca,Ricky Martin,6873,https://open.spotify.com/track/7DM4BPaS7uofFul3ywMe46,2017-01-01,py,"(-23.3165935, -58.1693445)"
250,1,Starboy,The Weeknd,107350,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,au,"(-24.7761086, 134.755)"
251,2,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,105111,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,au,"(-24.7761086, 134.755)"
252,3,Closer,The Chainsmokers,100617,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,au,"(-24.7761086, 134.755)"
253,4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,88335,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,au,"(-24.7761086, 134.755)"
254,5,Call On Me - Ryan Riback Extended Remix,Starley,83729,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-01-01,au,"(-24.7761086, 134.755)"
255,1,Starboy,The Weeknd,2059,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,lv,"(56.8406494, 24.7537645)"
256,2,Closer,The Chainsmokers,1775,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,lv,"(56.8406494, 24.7537645)"
257,3,Let Me Love You,DJ Snake,1522,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,lv,"(56.8406494, 24.7537645)"
258,4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1475,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,lv,"(56.8406494, 24.7537645)"
259,5,Black Beatles,Rae Sremmurd,1442,https://open.spotify.com/track/6fujklziTHa8uoM5OQSfIo,2017-01-01,lv,"(56.8406494, 24.7537645)"
260,1,Starboy,The Weeknd,4209,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,gr,"(38.9953683, 21.9877132)"
261,2,Let Me Love You,DJ Snake,2467,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,gr,"(38.9953683, 21.9877132)"
262,3,Closer,The Chainsmokers,2450,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,gr,"(38.9953683, 21.9877132)"
263,4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2183,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW,2017-01-01,gr,"(38.9953683, 21.9877132)"
264,5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2045,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,gr,"(38.9953683, 21.9877132)"
265,1,Closer,The Chainsmokers,12831,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-01-01,hk,"(22.350627, 114.1849161)"
266,2,Starboy,The Weeknd,9626,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-01-01,hk,"(22.350627, 114.1849161)"
267,3,Let Me Love You,DJ Snake,9499,https://open.spotify.com/track/4pdPtRcBmOSQDlJ3Fk945m,2017-01-01,hk,"(22.350627, 114.1849161)"
268,4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,8210,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-01,hk,"(22.350627, 114.1849161)"
269,5,Don't Wanna Know,Maroon 5,7606,https://open.spotify.com/track/5MFzQMkrl1FOOng9tq6R9r,2017-01-01,hk,"(22.350627, 114.1849161)"
